År;Mått;Region;Kön;Ålder;Antibiotika;J01CA04 Amoxicillin;J01CA08 Pivmecillinam;J01CE02 Fenoximetylpenicillin;J01CR02 Amoxicillin och betalaktamashämmare;J01DB Cefalosporiner, första generationen;J01DC Cefalosporiner, andra generationen;J01DD Cefalosporiner, tredje generationen;J01EA01 Trimetoprim;J01FA Makrolider;J01MA02 Ciprofloxacin;J01MA06 Norfloxacin;J01XE01 Nitrofurantoin
2017;Recept/1000 invånare;Gotlands län;Båda könen;65­69;392,96;32,09;57,23;75,91;11,49;4,07;0,00;0,00;6,23;7,18;33,76;1,44;34,48
2017;Recept/1000 invånare;Gotlands län;Båda könen;70­74;496,79;41,77;71,18;89,97;10,13;4,20;0,00;0,74;13,35;8,40;38,06;0,00;35,10
2017;Recept/1000 invånare;Gotlands län;Båda könen;75­79;599,54;53,06;85,59;83,66;10,46;4,65;0,00;0,00;21,69;10,84;62,35;0,39;47,64
2017;Recept/1000 invånare;Gotlands län;Båda könen;80­84;725,23;42,79;136,26;73,20;14,08;12,95;0,00;0,00;34,91;9,57;85,59;0,00;70,38
2017;Recept/1000 invånare;Gotlands län;Båda könen;85+;820,59;43,13;175,96;56,93;7,48;13,23;0,00;0,00;121,33;2,88;72,46;0,00;62,10
2017;Recept/1000 invånare;Gotlands län;Båda könen;0­85+;345,79;23,53;42,12;90,15;7,09;4,17;0,00;0,22;10,52;7,74;23,09;0,17;23,74
2017;Recept/1000 invånare;Blekinge län;Båda könen;0­4;320,32;25,84;0,12;212,42;8,88;1,99;0,00;0,35;7,48;10,05;1,29;0,00;8,88
2017;Recept/1000 invånare;Blekinge län;Båda könen;5­9;254,56;14,20;6,33;162,61;5,13;1,31;0,00;0,87;3,49;7,86;2,07;0,00;10,05
2017;Recept/1000 invånare;Blekinge län;Båda könen;10­14;152,70;5,43;4,43;73,19;9,63;3,32;0,00;0,22;0,55;7,53;2,55;0,00;4,98
2017;Recept/1000 invånare;Blekinge län;Båda könen;15­19;237,45;4,27;21,61;73,01;5,82;2,49;0,00;1,07;0,83;14,72;5,94;0,00;17,45
2017;Recept/1000 invånare;Blekinge län;Båda könen;20­24;215,45;5,25;28,28;63,13;2,22;4,24;0,00;0,40;1,41;10,10;11,21;0,00;19,90
2017;Recept/1000 invånare;Blekinge län;Båda könen;25­29;208,16;5,95;24,82;65,01;3,90;6,26;0,00;0,00;1,33;9,13;7,28;0,00;20,30
2017;Recept/1000 invånare;Blekinge län;Båda könen;30­34;218,63;5,28;24,43;76,74;5,74;6,42;0,00;0,00;0,69;6,65;10,55;0,00;15,71
2017;Recept/1000 invånare;Blekinge län;Båda könen;35­39;225,58;7,58;19,52;76,57;3,56;5,51;0,00;0,00;1,03;8,95;10,79;0,00;18,83
2017;Recept/1000 invånare;Blekinge län;Båda könen;40­44;207,82;6,54;19,71;69,31;3,53;3,11;0,00;0,00;1,14;6,85;10,17;0,00;16,50
2017;Recept/1000 invånare;Blekinge län;Båda könen;45­49;218,27;8,33;21,70;67,72;3,97;2,23;0,00;0,00;1,16;4,94;15,31;0,00;16,08
2017;Recept/1000 invånare;Blekinge län;Båda könen;50­54;245,40;8,08;26,01;72,69;4,41;2,07;0,00;0,00;1,60;6,67;17,94;0,00;19,91
2017;Recept/1000 invånare;Blekinge län;Båda könen;55­59;302,17;13,25;29,97;83,71;4,78;2,28;0,00;0,22;3,26;8,14;25,08;0,00;24,43
2017;Recept/1000 invånare;Blekinge län;Båda könen;60­64;327,40;16,94;32,19;82,59;5,19;3,81;0,00;0,11;3,39;9,42;27,21;0,11;27,74
2017;Recept/1000 invånare;Blekinge län;Båda könen;65­69;376,33;21,88;41,58;84,84;5,91;3,65;0,00;0,20;3,15;7,88;34,59;0,10;34,29
2017;Recept/1000 invånare;Blekinge län;Båda könen;70­74;447,77;29,19;56,98;86,17;5,80;3,90;0,00;0,20;7,90;9,50;46,19;0,20;51,58
2017;Recept/1000 invånare;Blekinge län;Båda könen;75­79;498,86;32,61;81,81;76,52;6,29;6,01;0,00;1,00;10,58;13,59;50,63;0,00;56,06
2017;Recept/1000 invånare;Blekinge län;Båda könen;80­84;550,56;41,88;80,29;78,04;4,70;5,72;0,41;0,00;12,46;6,33;53,12;0,00;71,09
2017;Recept/1000 invånare;Blekinge län;Båda könen;85+;669,25;47,89;129,20;84,98;4,48;6,73;0,00;0,61;32,00;5,71;48,50;0,00;94,97
2017;Recept/1000 invånare;Blekinge län;Båda könen;0­85+;296,57;14,88;31,86;87,89;5,19;3,77;0,01;0,27;4,13;8,56;19,38;0,03;26,19
2017;Recept/1000 invånare;Skåne län;Båda könen;0­4;379,08;55,10;0,62;223,57;11,16;2,06;0,00;0,94;8,48;16,64;0,82;0,00;10,23
2017;Recept/1000 invånare;Skåne län;Båda könen;5­9;294,28;23,55;8,67;175,93;5,41;3,66;0,00;0,63;3,85;11,70;1,11;0,00;10,95
2017;Recept/1000 invånare;Skåne län;Båda könen;10­14;169,47;8,97;6,73;84,69;4,68;3,94;0,00;0,46;0,89;9,12;2,01;0,00;5,34
2017;Recept/1000 invånare;Skåne län;Båda könen;15­19;261,35;8,71;24,57;81,09;2,73;5,08;0,00;0,16;1,01;10,44;7,05;0,00;18,70
2017;Recept/1000 invånare;Skåne län;Båda könen;20­24;238,11;6,79;30,24;69,19;3,30;7,39;0,00;0,09;1,13;10,36;9,88;0,02;23,16
2017;Recept/1000 invånare;Skåne län;Båda könen;25­29;235,78;8,51;30,11;71,78;3,73;9,26;0,00;0,20;1,10;9,33;10,05;0,04;23,83
2017;Recept/1000 invånare;Skåne län;Båda könen;30­34;251,15;10,20;27,67;85,07;4,31;9,97;0,00;0,14;0,96;8,28;11,37;0,06;23,59
2017;Recept/1000 invånare;Skåne län;Båda könen;35­39;260,11;11,48;25,69;89,55;4,37;9,30;0,00;0,21;0,96;8,84;11,97;0,01;21,59
2017;Recept/1000 invånare;Skåne län;Båda könen;40­44;258,97;12,73;24,15;81,40;4,09;7,78;0,00;0,15;1,72;8,63;14,66;0,06;21,63
2017;Recept/1000 invånare;Skåne län;Båda könen;45­49;255,01;13,67;26,02;72,06;4,64;6,14;0,00;0,05;1,96;7,92;15,82;0,07;22,25
2017;Recept/1000 invånare;Skåne län;Båda könen;50­54;295,68;17,09;30,02;78,15;5,22;7,01;0,00;0,18;1,96;8,06;22,45;0,17;27,17
2017;Recept/1000 invånare;Skåne län;Båda könen;55­59;336,53;22,21;33,09;87,60;5,90;6,72;0,00;0,16;2,78;9,28;26,31;0,19;29,92
2017;Recept/1000 invånare;Skåne län;Båda könen;60­64;392,44;26,77;39,43;93,84;7,00;8,18;0,00;0,08;3,87;10,88;36,00;0,29;35,82
2017;Recept/1000 invånare;Skåne län;Båda könen;65­69;432,88;30,74;45,95;93,38;7,81;8,94;0,00;0,13;4,79;12,03;43,50;0,42;41,83
2017;Recept/1000 invånare;Skåne län;Båda könen;70­74;505,95;37,69;60,29;94,21;9,18;11,78;0,00;0,19;7,08;9,61;54,86;0,41;55,59
2017;Recept/1000 invånare;Skåne län;Båda könen;75­79;596,99;44,97;82,78;91,69;9,85;15,23;0,00;0,13;11,47;9,87;66,71;0,34;75,37
2017;Recept/1000 invånare;Skåne län;Båda könen;80­84;653,13;44,80;107,86;84,14;9,74;17,92;0,00;0,19;12,68;8,46;71,06;0,28;95,49
2017;Recept/1000 invånare;Skåne län;Båda könen;85+;724,64;44,51;121,34;83,11;8,50;24,61;0,00;0,37;26,16;5,72;73,23;0,14;113,61
2017;Recept/1000 invånare;Skåne län;Båda könen;0­85+;330,67;21,40;33,59;97,48;5,83;8,17;0,00;0,25;3,92;9,87;21,75;0,12;30,28
2017;Recept/1000 invånare;Hallands län;Båda könen;0­4;303,95;32,31;0,11;185,50;16,72;2,16;0,00;0,81;6,26;12,03;1,29;0,00;6,10
2017;Recept/1000 invånare;Hallands län;Båda könen;5­9;234,47;11,06;9,06;143,38;5,63;3,19;0,00;0,60;3,24;9,91;0,75;0,00;5,93
2017;Recept/1000 invånare;Hallands län;Båda könen;10­14;137,52;4,77;6,27;65,60;2,75;2,33;0,00;0,36;0,83;7,36;2,33;0,00;3,16
2017;Recept/1000 invånare;Hallands län;Båda könen;15­19;271,72;4,94;28,47;81,27;2,78;3,47;0,00;0,40;1,42;9,09;6,88;0,06;17,28
2017;Recept/1000 invånare;Hallands län;Båda könen;20­24;232,62;4,76;33,96;68,02;3,14;3,30;0,00;0,00;1,15;8,32;8,48;0,00;19,88
2017;Recept/1000 invånare;Hallands län;Båda könen;25­29;226,58;5,40;25,84;69,85;4,07;4,79;0,00;0,00;1,18;7,51;9,73;0,05;19,15
2017;Recept/1000 invånare;Hallands län;Båda könen;30­34;233,14;7,06;26,03;87,07;4,21;5,18;0,00;0,00;0,68;7,69;8,88;0,00;17,08
2017;Recept/1000 invånare;Hallands län;Båda könen;35­39;244,23;7,10;25,31;83,04;3,50;3,77;0,00;0,11;1,17;8,94;12,04;0,00;16,98
2017;Recept/1000 invånare;Hallands län;Båda könen;40­44;219,33;6,24;22,72;66,41;3,07;2,93;0,00;0,15;1,41;8,53;13,02;0,10;15,65
2017;Recept/1000 invånare;Hallands län;Båda könen;45­49;237,49;8,56;25,69;62,78;4,30;2,89;0,00;0,00;1,97;8,38;16,49;0,14;18,55
2017;Recept/1000 invånare;Hallands län;Båda könen;50­54;267,26;10,05;27,12;71,25;4,43;3,41;0,00;0,05;1,66;7,19;20,71;0,14;21,95
2017;Recept/1000 invånare;Hallands län;Båda könen;55­59;292,75;15,15;31,38;71,82;4,81;2,38;0,00;0,05;3,62;8,17;27,71;0,21;26,42
2017;Recept/1000 invånare;Hallands län;Båda könen;60­64;351,34;19,82;40,39;77,34;4,56;2,26;0,00;0,05;4,46;7,52;35,18;0,16;36,20
2017;Recept/1000 invånare;Hallands län;Båda könen;65­69;366,53;21,06;43,96;78,54;5,56;2,14;0,00;0,00;5,10;7,50;41,97;0,25;36,11
2017;Recept/1000 invånare;Hallands län;Båda könen;70­74;472,44;27,42;65,18;86,75;8,31;2,93;0,00;0,16;6,92;9,21;56,18;0,11;54,42
2017;Recept/1000 invånare;Hallands län;Båda könen;75­79;535,52;33,06;84,31;82,13;6,68;4,83;0,00;0,16;11,42;7,48;61,06;0,00;62,99
2017;Recept/1000 invånare;Hallands län;Båda könen;80­84;590,91;37,78;98,28;75,45;7,42;4,79;0,00;0,34;10,39;6,62;72,02;0,23;83,55
2017;Recept/1000 invånare;Hallands län;Båda könen;85+;642,62;34,32;119,56;77,70;5,79;5,14;0,00;1,20;25,68;3,72;67,43;0,00;105,90
2017;Recept/1000 invånare;Hallands län;Båda könen;0­85+;301,48;14,44;34,13;85,42;5,30;3,30;0,00;0,21;3,93;8,25;22,11;0,08;26,71
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;0­4;342,98;37,64;0,05;213,88;12,40;2,50;0,00;0,50;7,67;16,68;1,25;0,00;6,23
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;5­9;262,77;16,54;6,32;157,74;6,75;3,83;0,00;0,47;5,04;14,00;1,00;0,00;7,56
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;10­14;153,82;5,84;5,23;81,73;3,50;3,71;0,00;0,17;0,97;10,53;1,48;0,01;4,05
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;15­19;246,15;6,29;22,48;82,32;3,35;4,41;0,00;0,18;1,16;11,70;6,24;0,03;17,00
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;20­24;227,28;4,95;28,15;70,78;2,11;5,01;0,01;0,21;1,27;9,24;8,81;0,03;22,15
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;25­29;219,61;5,94;26,99;68,55;2,33;6,11;0,00;0,18;1,31;8,09;9,41;0,06;21,44
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;30­34;233,47;8,07;27,27;79,28;3,13;7,30;0,00;0,27;1,34;8,75;10,48;0,05;19,74
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;35­39;239,89;9,24;23,63;87,12;3,61;6,96;0,00;0,11;1,16;8,86;10,70;0,08;19,96
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;40­44;230,91;8,70;21,81;74,90;3,40;4,96;0,00;0,14;1,69;8,99;12,47;0,07;20,30
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;45­49;234,47;10,44;22,89;69,09;3,59;4,18;0,00;0,08;2,23;8,95;14,63;0,14;22,03
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;50­54;267,15;12,81;26,45;72,42;4,36;4,37;0,00;0,04;2,58;8,81;17,88;0,14;25,59
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;55­59;295,89;15,89;30,80;75,99;5,63;5,30;0,00;0,10;3,07;9,24;23,59;0,29;28,04
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;60­64;344,93;21,18;35,18;85,63;5,11;5,17;0,00;0,13;5,11;10,77;29,55;0,28;32,06
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;65­69;375,04;23,60;40,21;85,06;6,63;6,11;0,00;0,09;6,30;11,41;35,91;0,42;37,04
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;70­74;429,26;28,41;50,64;87,35;7,10;7,00;0,00;0,08;9,90;10,92;41,85;0,42;47,50
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;75­79;513,69;32,82;73,82;83,41;7,68;10,48;0,00;0,21;14,68;10,86;51,56;0,43;68,01
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;80­84;546,79;33,10;90,05;77,16;6,40;10,33;0,02;0,12;22,53;8,93;52,97;0,54;85,16
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;85+;577,21;27,05;95,05;69,55;5,66;12,60;0,00;0,30;37,46;7,64;46,72;0,14;105,55
2017;Recept/1000 invånare;Västra Götalands län;Båda könen;0­85+;293,36;15,42;29,51;90,81;4,93;5,64;0,00;0,19;5,00;10,27;17,63;0,15;27,13
2017;Recept/1000 invånare;Värmlands län;Båda könen;0­4;255,86;17,65;0,07;168,80;11,48;1,59;0,00;0,46;8,76;6,70;1,33;0,00;4,58
2017;Recept/1000 invånare;Värmlands län;Båda könen;5­9;234,88;7,42;5,90;151,02;6,36;2,45;0,00;0,20;5,10;9,01;1,32;0,00;6,89
2017;Recept/1000 invånare;Värmlands län;Båda könen;10­14;148,57;2,36;4,51;77,93;3,96;1,67;0,00;0,00;1,11;7,77;2,22;0,00;4,79
2017;Recept/1000 invånare;Värmlands län;Båda könen;15­19;250,61;4,91;27,67;79,97;4,38;2,83;0,00;0,00;2,56;12,05;5,18;0,00;16,22
2017;Recept/1000 invånare;Värmlands län;Båda könen;20­24;224,43;4,83;30,55;70,53;2,33;2,55;0,00;0,06;1,72;11,72;8,22;0,06;17,55
2017;Recept/1000 invånare;Värmlands län;Båda könen;25­29;219,95;4,74;30,98;69,82;4,57;5,02;0,00;0,00;2,45;8,36;9,36;0,00;18,45
2017;Recept/1000 invånare;Värmlands län;Båda könen;30­34;229,72;4,63;28,66;79,02;4,24;4,83;0,00;0,07;2,45;7,15;11,25;0,00;17,27
2017;Recept/1000 invånare;Värmlands län;Båda könen;35­39;228,49;5,73;25,09;83,23;3,61;4,16;0,00;0,00;1,98;9,07;7,70;0,00;16,50
2017;Recept/1000 invånare;Värmlands län;Båda könen;40­44;214,18;5,77;23,61;68,58;4,25;1,76;0,00;0,00;2,06;5,28;13,53;0,06;14,32
2017;Recept/1000 invånare;Värmlands län;Båda könen;45­49;212,56;6,26;21,83;61,49;7,31;1,99;0,00;0,00;3,38;4,32;14,51;0,00;14,35
2017;Recept/1000 invånare;Värmlands län;Båda könen;50­54;233,26;8,49;27,24;64,37;5,57;2,24;0,00;0,10;3,02;4,58;15,88;0,00;18,44
2017;Recept/1000 invånare;Värmlands län;Båda könen;55­59;261,40;9,33;29,70;72,47;6,56;2,94;0,00;0,00;2,99;5,35;20,67;0,00;17,67
2017;Recept/1000 invånare;Värmlands län;Båda könen;60­64;313,16;14,13;37,39;73,64;8,05;3,43;0,00;0,00;5,63;4,62;32,32;0,28;23,20
2017;Recept/1000 invånare;Värmlands län;Båda könen;65­69;340,04;15,89;42,62;79,11;6,40;2,55;0,00;0,00;6,40;6,02;33,24;0,05;28,41
2017;Recept/1000 invånare;Värmlands län;Båda könen;70­74;416,04;23,60;61,66;79,76;8,97;4,22;0,00;0,06;12,90;3,70;43,32;0,00;40,95
2017;Recept/1000 invånare;Värmlands län;Båda könen;75­79;498,98;24,53;86,78;78,61;9,37;5,45;0,00;0,00;17,29;2,90;61,15;0,34;53,99
2017;Recept/1000 invånare;Värmlands län;Båda könen;80­84;571,35;31,27;115,75;77,43;8,53;6,82;0,00;0,00;28,31;4,55;60,15;0,11;73,34
2017;Recept/1000 invånare;Värmlands län;Båda könen;85+;748,15;26,00;167,98;83,88;10,40;12,06;0,00;0,00;49,02;3,98;57,87;0,00;106,45
2017;Recept/1000 invånare;Värmlands län;Båda könen;0­85+;290,46;11,08;37,11;83,47;6,26;3,47;0,00;0,05;6,96;6,60;20,06;0,05;23,89
2017;Recept/1000 invånare;Örebro län;Båda könen;0­4;296,19;35,72;0,18;172,17;22,00;1,40;0,00;0,99;9,34;7,35;0,70;0,00;5,37
2017;Recept/1000 invånare;Örebro län;Båda könen;5­9;233,32;12,53;5,42;138,20;12,19;2,09;0,00;0,17;5,02;6,44;0,68;0,00;5,25
2017;Recept/1000 invånare;Örebro län;Båda könen;10­14;143,40;5,97;4,91;69,87;4,23;1,55;0,00;0,00;1,86;6,34;1,49;0,00;3,98
2017;Recept/1000 invånare;Örebro län;Båda könen;15­19;242,68;7,15;24,41;70,51;5,95;2,16;0,00;0,00;1,92;9,20;7,33;0,00;18,33
2017;Recept/1000 invånare;Örebro län;Båda könen;20­24;227,06;5,98;29,74;63,73;4,41;3,53;0,00;0,00;1,81;8,38;8,87;0,10;18,76
2017;Recept/1000 invånare;Örebro län;Båda könen;25­29;227,85;7,49;29,08;67,18;5,51;3,57;0,00;0,05;2,68;6,85;10,42;0,00;17,32
2017;Recept/1000 invånare;Örebro län;Båda könen;30­34;229,25;7,95;24,61;76,03;5,76;3,86;0,00;0,06;1,50;6,80;12,34;0,00;18,68
2017;Recept/1000 invånare;Örebro län;Båda könen;35­39;227,60;9,97;22,97;73,37;5,52;3,03;0,00;0,06;1,60;7,72;13,54;0,06;15,85
2017;Recept/1000 invånare;Örebro län;Båda könen;40­44;222,84;9,34;23,43;66,03;6,08;2,93;0,00;0,00;2,04;5,19;12,49;0,06;18,23
2017;Recept/1000 invånare;Örebro län;Båda könen;45­49;231,20;10,51;21,96;59,22;7,29;2,24;0,00;0,00;2,45;5,88;18,27;0,10;20,55
2017;Recept/1000 invånare;Örebro län;Båda könen;50­54;266,08;14,01;29,43;59,65;8,39;2,10;0,00;0,00;3,36;5,61;23,71;0,31;21,56
2017;Recept/1000 invånare;Örebro län;Båda könen;55­59;294,76;16,68;33,17;67,77;9,49;2,08;0,00;0,06;3,68;7,30;27,77;0,12;25,40
2017;Recept/1000 invånare;Örebro län;Båda könen;60­64;331,52;20,24;37,71;69,62;9,62;2,40;0,00;0,12;7,21;7,80;35,02;0,12;28,80
2017;Recept/1000 invånare;Örebro län;Båda könen;65­69;353,44;23,43;42,07;61,71;11,68;2,06;0,00;0,11;8,07;7,96;40,56;0,28;32,33
2017;Recept/1000 invånare;Örebro län;Båda könen;70­74;436,55;30,46;57,54;68,27;11,59;1,55;0,00;0,00;12,74;6,20;58,91;0,06;40,50
2017;Recept/1000 invånare;Örebro län;Båda könen;75­79;507,06;32,10;79,28;66,47;12,54;3,07;0,00;0,00;12,80;7,19;70,33;0,09;58,67
2017;Recept/1000 invånare;Örebro län;Båda könen;80­84;573,14;39,95;98,52;62,08;9,04;1,35;0,00;0,00;17,81;10,12;76,11;0,00;74,90
2017;Recept/1000 invånare;Örebro län;Båda könen;85+;567,03;29,08;87,85;46,70;13,55;3,45;0,00;0,12;37,83;6,65;66,54;0,00;59,76
2017;Recept/1000 invånare;Örebro län;Båda könen;0­85+;289,38;16,08;31,55;76,63;8,88;2,49;0,00;0,10;5,90;7,07;22,92;0,08;23,49
2017;Recept/1000 invånare;Västmanlands län;Båda könen;0­4;301,71;29,94;0,00;187,54;8,51;1,69;0,00;0,65;9,94;13,18;0,45;0,00;6,69
2017;Recept/1000 invånare;Västmanlands län;Båda könen;5­9;225,69;10,89;8,01;130,01;3,33;2,95;0,00;1,02;6,34;9,73;0,83;0,00;6,92
2017;Recept/1000 invånare;Västmanlands län;Båda könen;10­14;134,14;4,64;6,10;63,72;4,31;2,32;0,00;0,53;0,73;6,17;1,33;0,00;2,98
2017;Recept/1000 invånare;Västmanlands län;Båda könen;15­19;239,18;4,73;23,94;72,30;1,92;3,16;0,00;0,21;0,89;6,45;6,45;0,14;16,60
2017;Recept/1000 invånare;Västmanlands län;Båda könen;20­24;232,26;5,17;29,53;67,66;3,79;3,79;0,00;0,00;0,96;9,86;9,02;0,06;18,40
2017;Recept/1000 invånare;Västmanlands län;Båda könen;25­29;238,75;4,85;32,55;70,41;3,22;4,17;0,00;0,45;1,52;7,50;14,27;0,00;17,94
2017;Recept/1000 invånare;Västmanlands län;Båda könen;30­34;241,14;6,55;29,78;79,60;3,94;3,75;0,00;0,19;3,31;5,85;11,64;0,00;20,30
2017;Recept/1000 invånare;Västmanlands län;Båda könen;35­39;230,88;6,44;29,77;78,53;2,52;3,72;0,00;0,07;1,20;5,51;12,62;0,07;19,27
2017;Recept/1000 invånare;Västmanlands län;Båda könen;40­44;222,95;7,13;24,61;69,26;4,51;3,11;0,00;0,00;1,28;6,58;14,07;0,00;17,54
2017;Recept/1000 invånare;Västmanlands län;Båda könen;45­49;239,09;6,71;27,46;63,54;6,09;3,55;0,00;0,06;1,92;6,20;19,34;0,00;20,07
2017;Recept/1000 invånare;Västmanlands län;Båda könen;50­54;272,17;11,34;28,30;74,16;4,92;2,92;0,00;0,05;3,40;5,35;25,22;0,11;23,50
2017;Recept/1000 invånare;Västmanlands län;Båda könen;55­59;293,52;12,73;35,03;80,77;5,10;2,33;0,00;0,00;2,52;5,86;27,09;0,13;23,63
2017;Recept/1000 invånare;Västmanlands län;Båda könen;60­64;330,79;15,51;36,53;82,27;7,29;4,04;0,00;0,13;3,05;5,50;35,13;0,13;24,99
2017;Recept/1000 invånare;Västmanlands län;Båda könen;65­69;349,74;19,76;43,16;72,74;6,00;4,24;0,00;0,12;4,12;6,00;46,91;0,12;31,88
2017;Recept/1000 invånare;Västmanlands län;Båda könen;70­74;418,45;24,57;53,67;77,79;7,96;8,59;0,00;0,83;8,72;6,62;57,74;0,13;40,87
2017;Recept/1000 invånare;Västmanlands län;Båda könen;75­79;505,46;28,49;79,10;68,54;9,65;6,10;0,00;0,18;9,28;6,37;76,46;0,18;61,44
2017;Recept/1000 invånare;Västmanlands län;Båda könen;80­84;571,98;36,82;95,10;70,46;7,89;6,92;0,00;0,14;18,13;4,71;83,06;0,00;68,80
2017;Recept/1000 invånare;Västmanlands län;Båda könen;85+;715,61;33,37;143,48;67,12;7,06;11,04;0,00;0,39;35,04;2,05;91,63;0,13;114,86
2017;Recept/1000 invånare;Västmanlands län;Båda könen;0­85+;296,05;13,36;34,75;82,60;5,24;4,03;0,00;0,28;4,87;6,84;25,21;0,06;25,40
2017;Recept/1000 invånare;Dalarnas län;Båda könen;0­4;221,93;22,71;0,06;134,93;11,93;1,86;0,00;0,26;6,10;6,74;0,58;0,00;5,26
2017;Recept/1000 invånare;Dalarnas län;Båda könen;5­9;176,78;9,11;4,65;105,86;7,68;2,48;0,00;0,81;3,04;5,82;0,31;0,00;5,27
2017;Recept/1000 invånare;Dalarnas län;Båda könen;10­14;111,86;4,47;5,81;52,96;2,36;2,87;0,00;0,00;1,72;3,64;1,53;0,00;3,25
2017;Recept/1000 invånare;Dalarnas län;Båda könen;15­19;222,02;5,16;24,96;63,10;2,65;5,30;0,00;0,46;1,79;6,95;5,89;0,00;19,27
2017;Recept/1000 invånare;Dalarnas län;Båda könen;20­24;195,74;5,05;28,50;51,58;3,47;3,41;0,00;0,12;1,28;7,92;7,00;0,00;17,36
2017;Recept/1000 invånare;Dalarnas län;Båda könen;25­29;194,35;6,94;24,82;51,94;6,09;6,43;0,00;0,00;1,64;5,53;10,26;0,00;17,93
2017;Recept/1000 invånare;Dalarnas län;Båda könen;30­34;205,44;8,32;24,83;64,51;4,86;4,61;0,00;0,06;1,41;6,85;9,98;0,00;16,26
2017;Recept/1000 invånare;Dalarnas län;Båda könen;35­39;192,77;8,63;20,14;59,15;4,55;3,75;0,00;0,00;2,34;7,76;10,30;0,00;13,92
2017;Recept/1000 invånare;Dalarnas län;Båda könen;40­44;188,59;8,88;19,77;51,34;4,38;2,68;0,00;0,00;1,03;6,69;12,23;0,00;15,39
2017;Recept/1000 invånare;Dalarnas län;Båda könen;45­49;193,45;7,56;19,55;46,33;5,66;2,02;0,00;0,00;2,02;5,10;15,13;0,00;16,13
2017;Recept/1000 invånare;Dalarnas län;Båda könen;50­54;220,89;10,98;22,06;49,14;5,49;2,32;0,00;0,05;3,17;4,59;19,21;0,05;19,11
2017;Recept/1000 invånare;Dalarnas län;Båda könen;55­59;242,99;13,76;27,41;52,63;4,96;2,37;0,00;0,06;3,67;8,86;23,69;0,06;20,87
2017;Recept/1000 invånare;Dalarnas län;Båda könen;60­64;286,66;15,39;31,59;60,05;7,75;5,27;0,00;0,11;4,04;8,02;27,34;0,22;26,48
2017;Recept/1000 invånare;Dalarnas län;Båda könen;65­69;311,83;19,98;36,32;53,32;6,71;4,64;0,00;0,00;6,71;7,11;39,50;0,10;30,32
2017;Recept/1000 invånare;Dalarnas län;Båda könen;70­74;376,34;25,61;49,64;54,79;8,95;4,07;0,00;0,05;9,71;5,59;46,82;0,43;40,47
2017;Recept/1000 invånare;Dalarnas län;Båda könen;75­79;475,05;33,11;77,01;49,66;16,55;7,49;0,00;0,00;13,84;6,42;60,86;0,25;56,58
2017;Recept/1000 invånare;Dalarnas län;Båda könen;80­84;527,75;34,77;87,21;55,63;11,90;13,20;0,00;0,24;19,21;6,95;65,65;0,35;68,36
2017;Recept/1000 invånare;Dalarnas län;Båda könen;85+;689,68;37,06;124,80;60,94;12,05;16,67;0,00;0,56;45,06;4,51;79,86;0,00;108,92
2017;Recept/1000 invånare;Dalarnas län;Båda könen;0­85+;260,18;14,15;30,66;61,82;6,72;4,48;0,00;0,14;5,63;6,42;21,61;0,08;24,32
2017;Recept/1000 invånare;Gävleborgs län;Båda könen;0­4;254,32;25,46;0,07;153,25;12,01;2,23;0,00;0,72;7,94;9,19;0,33;0,00;6,50
2017;Recept/1000 invånare;Gävleborgs län;Båda könen;5­9;173,11;10,91;7,06;98,14;5,84;2,89;0,00;0,39;5,01;6,35;0,71;0,00;5,33
2017;Recept/1000 invånare;Gävleborgs län;Båda könen;10­14;117,60;3,87;6,53;54,87;3,93;1,96;0,00;0,00;0,95;5,39;2,28;0,00;3,17
2017;Recept/1000 invånare;Gävleborgs län;Båda könen;15­19;219,66;4,89;24,32;69,70;2,02;2,48;0,00;0,20;1,24;8,41;8,67;0,00;13,69
2017;Recept/1000 invånare;Gävleborgs län;Båda könen;20­24;203,92;4,91;29,98;57,86;2,92;3,27;0,00;0,00;0,88;9,29;9,70;0,06;17,48
2017;Recept/1000 invånare;Gävleborgs län;Båda könen;25­29;210,81;4,62;35,95;57,61;3,24;5,50;0,00;0,05;1,87;6,27;11,43;0,00;18,03
2017;Recept/1000 invånare;Gävleborgs län;Båda könen;30­34;210,18;7,49;31,66;62,07;4,01;5,12;0,00;0,07;1,38;6,11;10,71;0,07;18,72
